-6.492093383438539700e-01,1.881243470589463396e+00,3.937085402066526907e-01,-7.820491813080057142e-01
9.123969640529364655e-01,1.079411065797099001e+00,-1.504169510639679075e+00,2.076509430011329371e+00
1.010892776461188580e+00,1.257298002031983053e+00,9.861095514333614309e-01,-4.711311023126910413e+00
-9.966454326766556182e-01,1.034424860044960370e+00,1.305958032538572455e+00,-1.862971613021418671e+00
1.900731209667155253e-01,1.357470725856170457e+00,1.950960493279616959e+00,-3.329247294998485263e+00
5.853044370246722750e-01,1.241723385891922993e+00,1.755158121987583364e+00,-3.842118227479309311e+00
-1.775866966242164169e-01,3.941637682240399232e-01,2.074308811476896164e+00,-2.956927845224170959e+00
-1.002087892936785130e+00,6.193868676453599953e-01,9.434800643327325709e-01,-1.455555856041929941e+00
-8.015740786756363478e-01,9.648382300522004851e-01,5.052523697455463259e-01,-9.729436337053389838e-01
4.271751161703815081e-01,2.636949775832024834e-01,-6.406803222367882245e-02,3.658390991438859041e-01
-6.475342092987866893e-01,6.846140785068581813e-01,2.189614352089951921e-01,-7.615737597610946485e-01
9.431747471917597547e-01,5.008807543025172171e-01,-1.181184907708306975e+00,1.745652665244094237e+00
-3.970158963772656979e-01,1.732132645608963850e+00,1.865174436259976254e+00,-2.785471923085367063e+00
-4.529454270345009137e-01,6.310481568180763556e-01,-1.903867045971535665e+00,3.563672881080000021e+00
9.233485975055838457e-01,4.838974879161973552e-01,1.254900011878205657e+00,-4.454266995614357683e+00
9.474317478705498452e-01,7.499721803103170936e-01,-1.145856145037807972e+00,1.606618432956635090e+00
-6.032655124311221417e-01,1.380351617141787113e+00,3.343904843737326993e-01,-7.793838761117698466e-01
5.903418441118895021e-01,1.229530764936462989e-01,-1.119811003137621552e-01,5.531386016568560215e-01
2.155523717909322845e-01,4.024256365553060544e-01,1.940177819108972246e+00,-3.389273255532446072e+00
-2.894681716995737841e-01,1.365406646947787905e+00,1.973124130281773247e+00,-2.845326432061928479e+00
4.262357740180280352e-01,1.524153779292121147e+00,-1.945509432729560118e+00,2.834450782674291069e+00
-1.044528673273976027e+00,1.161876616867153711e+00,-1.286038399778245633e+00,4.413261378715319871e+00
-9.626596688093763676e-01,1.741831815176211107e+00,1.150403436909925858e+00,-1.758435693697202318e+00
